Job Title,Company Name,City,Province Code
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Specialist, Web Analytics",SSENSE,Montréal,QC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
Data Scientist,Larus Technologies,Ottawa,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Head of Data Analytics,VersaPay,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
"Specialist, Web Analytics",SSENSE,Montréal,QC
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Development Manager, Reporting and Analytics",Ceridian,Mississauga,ON
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Scientist - Marketing,MegaZebra GmbH,Montréal,QC
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Head of Data Analytics,VersaPay,Toronto,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Machine Learning Engineer,Granify,Edmonton,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Principal AI Architect,Birdseye,Toronto,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Specialist, Web Analytics",SSENSE,Montréal,QC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
"Development Manager, Reporting and Analytics",Ceridian,Mississauga,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Head of Data Analytics,VersaPay,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Principal AI Architect,Birdseye,Toronto,ON
"Development Manager, Reporting and Analytics",Ceridian,Mississauga,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Head of Data Analytics,VersaPay,Toronto,ON
"Sr. Data Scientist, Machine Learning",Deke Digital,Collingwood,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
Machine Learning Engineer,Granify,Edmonton,AB
"Development Manager, Reporting and Analytics",Ceridian,Markham,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
Principal AI Architect,Birdseye,Toronto,ON
Data Science Machine Learning PAID STUDENT INTERNSHIP,Qode Social Media Marketing,Toronto,ON
Data Analyst,Postmedia Network Inc.,Toronto,ON
Lead Machine Learning Engineer,Patriot One Technologies,Toronto,ON
Data Scientist,Larus Technologies,Ottawa,ON
Digital Data Analyst,LeapUX inc.,Ottawa,ON
"Software Engineer, Machine Learning Graphic Compiler [Canada...",Tenstorrent,Toronto,ON
"Specialist, Web Analytics",SSENSE,Montréal,QC
Post doc in signal processing and machine learning,Universite de Sherbrooke,Sherbrooke,QC
Senior Financial and Data Analyst,OnPharm-United,Mississauga,ON
Machine Learning Engineer,Granify,Edmonton,AB
Data Analyst (Paid Search),Saatchi & Saatchi,Toronto,ON
"Development Manager, Reporting and Analytics",Ceridian,Mississauga,ON
Machine Learning Team Lead,AltaML Inc./Janalta Interactive Inc.,Calgary,AB
"Technical Product Owner, Artificial Intelligence",Finn.ai,Vancouver,BC
Principal AI Architect,Birdseye,Toronto,ON
